GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_900608545.1,GCA_900608545.1.fna.gz
GCA_000169535.1,GCA_000169535.1.fna.gz
GCA_013393865.1,GCA_013393865.1.fna.gz
GCA_000743455.1,GCA_000743455.1.fna.gz
GCA_016027075.1,GCA_016027075.1.fna.gz
GCA_000953275.1,GCA_000953275.1.fna.gz
GCA_000013925.2,GCA_000013925.2.fna.gz
GCA_000817005.1,GCA_000817005.1.fna.gz
GCA_022354305.1,GCA_022354305.1.fna.gz
GCA_014764425.1,GCA_014764425.1.fna.gz
GCA_000359345.1,GCA_000359345.1.fna.gz
GCA_020139255.1,GCA_020139255.1.fna.gz
GCA_022869625.1,GCA_022869625.1.fna.gz
GCA_000743055.1,GCA_000743055.1.fna.gz
GCA_021391515.1,GCA_021391515.1.fna.gz
GCA_000359385.1,GCA_000359385.1.fna.gz
GCA_900638605.1,GCA_900638605.1.fna.gz
GCA_902381645.1,GCA_902381645.1.fna.gz
GCA_022354345.1,GCA_022354345.1.fna.gz
GCA_016026535.1,GCA_016026535.1.fna.gz
GCA_900327235.1,GCA_900327235.1.fna.gz
GCA_016774495.1,GCA_016774495.1.fna.gz
GCA_902829515.1,GCA_902829515.1.fna.gz
GCA_000022785.1,GCA_000022785.1.fna.gz
GCA_000018345.1,GCA_000018345.1.fna.gz
GCA_020843925.1,GCA_020843925.1.fna.gz
GCA_000740435.1,GCA_000740435.1.fna.gz
GCA_900474805.1,GCA_900474805.1.fna.gz
GCA_000833295.1,GCA_000833295.1.fna.gz
GCA_900475845.1,GCA_900475845.1.fna.gz
GCA_018106285.1,GCA_018106285.1.fna.gz
GCA_020149505.1,GCA_020149505.1.fna.gz
GCA_000439795.1,GCA_000439795.1.fna.gz
GCA_900002515.1,GCA_900002515.1.fna.gz
GCA_000762305.1,GCA_000762305.1.fna.gz
GCA_017301295.1,GCA_017301295.1.fna.gz
GCA_900446775.1,GCA_900446775.1.fna.gz
GCA_010469945.1,GCA_010469945.1.fna.gz
GCA_000620965.1,GCA_000620965.1.fna.gz
GCA_000763475.1,GCA_000763475.1.fna.gz
GCA_015275105.1,GCA_015275105.1.fna.gz
GCA_015274825.1,GCA_015274825.1.fna.gz
GCA_900635295.1,GCA_900635295.1.fna.gz
GCA_023277445.1,GCA_023277445.1.fna.gz
GCA_020809565.1,GCA_020809565.1.fna.gz
GCA_000768605.1,GCA_000768605.1.fna.gz
GCA_020731325.1,GCA_020731325.1.fna.gz
GCA_945898025.1,GCA_945898025.1.fna.gz
GCA_016756155.1,GCA_016756155.1.fna.gz
GCA_013819325.1,GCA_013819325.1.fna.gz
GCA_000306805.1,GCA_000306805.1.fna.gz
GCA_945868645.1,GCA_945868645.1.fna.gz
GCA_938044025.1,GCA_938044025.1.fna.gz
GCA_905372825.1,GCA_905372825.1.fna.gz
GCA_916720615.1,GCA_916720615.1.fna.gz
GCA_900185905.1,GCA_900185905.1.fna.gz
GCA_902374005.1,GCA_902374005.1.fna.gz
GCA_905372965.1,GCA_905372965.1.fna.gz
GCA_020526685.1,GCA_020526685.1.fna.gz
GCA_016127735.1,GCA_016127735.1.fna.gz
GCA_014490035.1,GCA_014490035.1.fna.gz
GCA_938043945.1,GCA_938043945.1.fna.gz
GCA_937925415.1,GCA_937925415.1.fna.gz
GCA_938037195.1,GCA_938037195.1.fna.gz
GCA_000931735.1,GCA_000931735.1.fna.gz
GCA_019787625.1,GCA_019787625.1.fna.gz
GCA_017909235.1,GCA_017909235.1.fna.gz
GCA_905211375.1,GCA_905211375.1.fna.gz
GCA_000463425.1,GCA_000463425.1.fna.gz
GCA_014527265.1,GCA_014527265.1.fna.gz
GCA_000203195.1,GCA_000203195.1.fna.gz
GCA_900446705.1,GCA_900446705.1.fna.gz
GCA_900111845.1,GCA_900111845.1.fna.gz
GCA_902374235.1,GCA_902374235.1.fna.gz
GCA_014634745.1,GCA_014634745.1.fna.gz
GCA_902375575.1,GCA_902375575.1.fna.gz
GCA_918419245.1,GCA_918419245.1.fna.gz
GCA_019243435.1,GCA_019243435.1.fna.gz
GCA_016726345.1,GCA_016726345.1.fna.gz
GCA_016403165.1,GCA_016403165.1.fna.gz
GCA_000346995.1,GCA_000346995.1.fna.gz
GCA_018502345.1,GCA_018502345.1.fna.gz
GCA_000518105.1,GCA_000518105.1.fna.gz
GCA_000308555.1,GCA_000308555.1.fna.gz
GCA_902825285.1,GCA_902825285.1.fna.gz
GCA_019356055.1,GCA_019356055.1.fna.gz
GCA_000827655.1,GCA_000827655.1.fna.gz
GCA_000614385.1,GCA_000614385.1.fna.gz
GCA_900114685.1,GCA_900114685.1.fna.gz
GCA_938027475.1,GCA_938027475.1.fna.gz
GCA_900156545.1,GCA_900156545.1.fna.gz
GCA_020524545.1,GCA_020524545.1.fna.gz
GCA_018799005.1,GCA_018799005.1.fna.gz
GCA_000590495.2,GCA_000590495.2.fna.gz
GCA_902499315.1,GCA_902499315.1.fna.gz
GCA_015136315.1,GCA_015136315.1.fna.gz
GCA_016756295.1,GCA_016756295.1.fna.gz
GCA_000204235.2,GCA_000204235.2.fna.gz
GCA_000400875.1,GCA_000400875.1.fna.gz
GCA_016756275.1,GCA_016756275.1.fna.gz
GCA_902499145.1,GCA_902499145.1.fna.gz
GCA_011754525.1,GCA_011754525.1.fna.gz
GCA_900156135.1,GCA_900156135.1.fna.gz
GCA_000282775.1,GCA_000282775.1.fna.gz
GCA_000308355.2,GCA_000308355.2.fna.gz
GCA_000827615.1,GCA_000827615.1.fna.gz
GCA_019431205.1,GCA_019431205.1.fna.gz
GCA_000523715.1,GCA_000523715.1.fna.gz
GCA_015353415.1,GCA_015353415.1.fna.gz
GCA_000278335.1,GCA_000278335.1.fna.gz
GCA_901543635.1,GCA_901543635.1.fna.gz
GCA_000411135.1,GCA_000411135.1.fna.gz
GCA_000439045.1,GCA_000439045.1.fna.gz
GCA_918429235.1,GCA_918429235.1.fna.gz
GCA_900161855.1,GCA_900161855.1.fna.gz
GCA_000239035.2,GCA_000239035.2.fna.gz
GCA_020881495.1,GCA_020881495.1.fna.gz
GCA_023242255.1,GCA_023242255.1.fna.gz
GCA_936909055.1,GCA_936909055.1.fna.gz
GCA_014228195.1,GCA_014228195.1.fna.gz
GCA_000463445.1,GCA_000463445.1.fna.gz
GCA_019047185.1,GCA_019047185.1.fna.gz
GCA_000368965.1,GCA_000368965.1.fna.gz
GCA_938005595.1,GCA_938005595.1.fna.gz
GCA_937919565.1,GCA_937919565.1.fna.gz
GCA_945881885.1,GCA_945881885.1.fna.gz
GCA_901873445.1,GCA_901873445.1.fna.gz
GCA_902377615.1,GCA_902377615.1.fna.gz
GCA_937990745.1,GCA_937990745.1.fna.gz
GCA_937881025.1,GCA_937881025.1.fna.gz
GCA_023713025.1,GCA_023713025.1.fna.gz
GCA_905373435.1,GCA_905373435.1.fna.gz
GCA_937926385.1,GCA_937926385.1.fna.gz
GCA_013819085.1,GCA_013819085.1.fna.gz
GCA_000012065.2,GCA_000012065.2.fna.gz
GCA_016756235.1,GCA_016756235.1.fna.gz
GCA_902388035.1,GCA_902388035.1.fna.gz
GCA_000831485.1,GCA_000831485.1.fna.gz
GCA_000724245.2,GCA_000724245.2.fna.gz
GCA_018802385.1,GCA_018802385.1.fna.gz
GCA_015594925.2,GCA_015594925.2.fna.gz
GCA_000014205.1,GCA_000014205.1.fna.gz
GCA_015276195.1,GCA_015276195.1.fna.gz
GCA_000565155.1,GCA_000565155.1.fna.gz
GCA_014169295.1,GCA_014169295.1.fna.gz
GCA_900683605.2,GCA_900683605.2.fna.gz
GCA_023805435.1,GCA_023805435.1.fna.gz
GCA_900446605.1,GCA_900446605.1.fna.gz
GCA_000816365.1,GCA_000816365.1.fna.gz
GCA_017298695.1,GCA_017298695.1.fna.gz
GCA_900167265.1,GCA_900167265.1.fna.gz
GCA_021474185.1,GCA_021474185.1.fna.gz
GCA_018106305.1,GCA_018106305.1.fna.gz
GCA_900637995.1,GCA_900637995.1.fna.gz
GCA_016117815.1,GCA_016117815.1.fna.gz
GCA_016889745.1,GCA_016889745.1.fna.gz
GCA_000156715.1,GCA_000156715.1.fna.gz
GCA_902387475.1,GCA_902387475.1.fna.gz
GCA_900639715.1,GCA_900639715.1.fna.gz
GCA_900454235.1,GCA_900454235.1.fna.gz
GCA_000170375.1,GCA_000170375.1.fna.gz
GCA_900327245.1,GCA_900327245.1.fna.gz
GCA_000740175.1,GCA_000740175.1.fna.gz
GCA_000750315.1,GCA_000750315.1.fna.gz
GCA_000959465.1,GCA_000959465.1.fna.gz
GCA_022870065.1,GCA_022870065.1.fna.gz
GCA_022353605.1,GCA_022353605.1.fna.gz
GCA_022221185.1,GCA_022221185.1.fna.gz
GCA_000691565.1,GCA_000691565.1.fna.gz
GCA_000346085.2,GCA_000346085.2.fna.gz
GCA_018604305.1,GCA_018604305.1.fna.gz
GCA_023094015.1,GCA_023094015.1.fna.gz
GCA_022869965.1,GCA_022869965.1.fna.gz
GCA_900638185.1,GCA_900638185.1.fna.gz
GCA_000007545.1,GCA_000007545.1.fna.gz
GCA_020138455.1,GCA_020138455.1.fna.gz
GCA_018336635.1,GCA_018336635.1.fna.gz
GCA_000346105.2,GCA_000346105.2.fna.gz
GCA_000008745.1,GCA_000008745.1.fna.gz
GCA_022353545.1,GCA_022353545.1.fna.gz
GCA_000755725.1,GCA_000755725.1.fna.gz
GCA_000959405.1,GCA_000959405.1.fna.gz
GCA_901411635.1,GCA_901411635.1.fna.gz
GCA_000741825.1,GCA_000741825.1.fna.gz
GCA_000283935.1,GCA_000283935.1.fna.gz
GCA_000063545.1,GCA_000063545.1.fna.gz
GCA_000171555.1,GCA_000171555.1.fna.gz
GCA_000828735.1,GCA_000828735.1.fna.gz
GCA_900446275.1,GCA_900446275.1.fna.gz
GCA_000277185.1,GCA_000277185.1.fna.gz
GCA_000019925.1,GCA_000019925.1.fna.gz
GCA_900639485.1,GCA_900639485.1.fna.gz
GCA_000833165.1,GCA_000833165.1.fna.gz
GCA_000741925.1,GCA_000741925.1.fna.gz
GCA_016727305.1,GCA_016727305.1.fna.gz
GCA_023078395.1,GCA_023078395.1.fna.gz
GCA_900638705.1,GCA_900638705.1.fna.gz
GCA_000968465.1,GCA_000968465.1.fna.gz
GCA_017298815.1,GCA_017298815.1.fna.gz
GCA_000816425.1,GCA_000816425.1.fna.gz
GCA_022220345.1,GCA_022220345.1.fna.gz
GCA_013750595.1,GCA_013750595.1.fna.gz
GCA_016128275.1,GCA_016128275.1.fna.gz
GCA_000766665.1,GCA_000766665.1.fna.gz
GCA_015277405.1,GCA_015277405.1.fna.gz
GCA_902499135.1,GCA_902499135.1.fna.gz
GCA_902373555.1,GCA_902373555.1.fna.gz
GCA_016756175.1,GCA_016756175.1.fna.gz
GCA_000413475.1,GCA_000413475.1.fna.gz
GCA_937922505.1,GCA_937922505.1.fna.gz
GCA_934838025.1,GCA_934838025.1.fna.gz
GCA_901875315.1,GCA_901875315.1.fna.gz
GCA_905365335.1,GCA_905365335.1.fna.gz
GCA_905373265.1,GCA_905373265.1.fna.gz
GCA_916050165.1,GCA_916050165.1.fna.gz
GCA_945897915.1,GCA_945897915.1.fna.gz
GCA_900636265.1,GCA_900636265.1.fna.gz
GCA_938024195.1,GCA_938024195.1.fna.gz
GCA_915066145.1,GCA_915066145.1.fna.gz
GCA_014138165.1,GCA_014138165.1.fna.gz
GCA_019048685.1,GCA_019048685.1.fna.gz
GCA_905371775.1,GCA_905371775.1.fna.gz
GCA_022809695.1,GCA_022809695.1.fna.gz
GCA_000463395.1,GCA_000463395.1.fna.gz
GCA_014228055.1,GCA_014228055.1.fna.gz
GCA_000507825.1,GCA_000507825.1.fna.gz
GCA_000270145.1,GCA_000270145.1.fna.gz
GCA_902387635.1,GCA_902387635.1.fna.gz
GCA_900460915.1,GCA_900460915.1.fna.gz
GCA_938043975.1,GCA_938043975.1.fna.gz
GCA_016725825.1,GCA_016725825.1.fna.gz
GCA_014158455.1,GCA_014158455.1.fna.gz
GCA_020858715.1,GCA_020858715.1.fna.gz
GCA_022966105.1,GCA_022966105.1.fna.gz
GCA_918420915.1,GCA_918420915.1.fna.gz
GCA_016887545.1,GCA_016887545.1.fna.gz
GCA_000333755.1,GCA_000333755.1.fna.gz
GCA_905237035.1,GCA_905237035.1.fna.gz
GCA_000523695.1,GCA_000523695.1.fna.gz
GCA_011754335.1,GCA_011754335.1.fna.gz
GCA_000826045.1,GCA_000826045.1.fna.gz
GCA_916719955.1,GCA_916719955.1.fna.gz
GCA_013530535.1,GCA_013530535.1.fna.gz
GCA_018831105.1,GCA_018831105.1.fna.gz
GCA_902459755.1,GCA_902459755.1.fna.gz
GCA_902499245.1,GCA_902499245.1.fna.gz
GCA_016755955.1,GCA_016755955.1.fna.gz
GCA_900604505.1,GCA_900604505.1.fna.gz
GCA_000153625.1,GCA_000153625.1.fna.gz
GCA_000273605.1,GCA_000273605.1.fna.gz
GCA_902499205.1,GCA_902499205.1.fna.gz
GCA_000523065.1,GCA_000523065.1.fna.gz
GCA_000633215.1,GCA_000633215.1.fna.gz
GCA_945916015.1,GCA_945916015.1.fna.gz
GCA_000320925.1,GCA_000320925.1.fna.gz
GCA_000710895.1,GCA_000710895.1.fna.gz
GCA_902362995.1,GCA_902362995.1.fna.gz
GCA_938021905.1,GCA_938021905.1.fna.gz
GCA_910585945.1,GCA_910585945.1.fna.gz
GCA_023757925.1,GCA_023757925.1.fna.gz
GCA_902388255.1,GCA_902388255.1.fna.gz
GCA_905237045.1,GCA_905237045.1.fna.gz
GCA_900460785.1,GCA_900460785.1.fna.gz
GCA_000934145.1,GCA_000934145.1.fna.gz
GCA_000174215.1,GCA_000174215.1.fna.gz
GCA_902375045.1,GCA_902375045.1.fna.gz
GCA_019243235.1,GCA_019243235.1.fna.gz
GCA_016127235.1,GCA_016127235.1.fna.gz
GCA_918428045.1,GCA_918428045.1.fna.gz
GCA_014634725.1,GCA_014634725.1.fna.gz
GCA_014168635.1,GCA_014168635.1.fna.gz
GCA_900451155.1,GCA_900451155.1.fna.gz
GCA_017306915.1,GCA_017306915.1.fna.gz
GCA_000336235.1,GCA_000336235.1.fna.gz
GCA_021029825.1,GCA_021029825.1.fna.gz
GCA_000474135.1,GCA_000474135.1.fna.gz
GCA_938014115.1,GCA_938014115.1.fna.gz
GCA_000338875.1,GCA_000338875.1.fna.gz
GCA_017877315.1,GCA_017877315.1.fna.gz
GCA_916050455.1,GCA_916050455.1.fna.gz
GCA_000270085.1,GCA_000270085.1.fna.gz
GCA_905201875.1,GCA_905201875.1.fna.gz
GCA_943322955.2,GCA_943322955.2.fna.gz
GCA_927911055.1,GCA_927911055.1.fna.gz
GCA_943914495.1,GCA_943914495.1.fna.gz
GCA_945915305.1,GCA_945915305.1.fna.gz
GCA_013923185.1,GCA_013923185.1.fna.gz
GCA_016756135.1,GCA_016756135.1.fna.gz
GCA_902168565.1,GCA_902168565.1.fna.gz
GCA_020297555.1,GCA_020297555.1.fna.gz
GCA_902829575.1,GCA_902829575.1.fna.gz
GCA_905175335.2,GCA_905175335.2.fna.gz
GCA_016881625.1,GCA_016881625.1.fna.gz
GCA_014527315.1,GCA_014527315.1.fna.gz
GCA_015275705.1,GCA_015275705.1.fna.gz
GCA_013826985.1,GCA_013826985.1.fna.gz
GCA_016772335.1,GCA_016772335.1.fna.gz
GCA_000816385.2,GCA_000816385.2.fna.gz
GCA_017298855.1,GCA_017298855.1.fna.gz
GCA_900447145.1,GCA_900447145.1.fna.gz
GCA_018279565.1,GCA_018279565.1.fna.gz
GCA_900107315.1,GCA_900107315.1.fna.gz
GCA_016727325.1,GCA_016727325.1.fna.gz
GCA_016603085.1,GCA_016603085.1.fna.gz
GCA_000195535.1,GCA_000195535.1.fna.gz
GCA_902170425.1,GCA_902170425.1.fna.gz
GCA_901542365.1,GCA_901542365.1.fna.gz
GCA_000600055.1,GCA_000600055.1.fna.gz
GCA_000530495.1,GCA_000530495.1.fna.gz
GCA_000277205.1,GCA_000277205.1.fna.gz
GCA_016103145.1,GCA_016103145.1.fna.gz
GCA_000006625.1,GCA_000006625.1.fna.gz
GCA_000169955.1,GCA_000169955.1.fna.gz
GCA_018141745.1,GCA_018141745.1.fna.gz
GCA_000283775.1,GCA_000283775.1.fna.gz
GCA_013391365.1,GCA_013391365.1.fna.gz
GCA_000027165.1,GCA_000027165.1.fna.gz
GCA_000834355.1,GCA_000834355.1.fna.gz
GCA_902506705.1,GCA_902506705.1.fna.gz
GCA_900636375.1,GCA_900636375.1.fna.gz
GCA_022494275.1,GCA_022494275.1.fna.gz
GCA_000024145.1,GCA_000024145.1.fna.gz
GCA_000359205.2,GCA_000359205.2.fna.gz
GCA_018336675.1,GCA_018336675.1.fna.gz
GCA_020138395.1,GCA_020138395.1.fna.gz
GCA_000359225.2,GCA_000359225.2.fna.gz
GCA_000091085.2,GCA_000091085.2.fna.gz
GCA_022354325.1,GCA_022354325.1.fna.gz
GCA_900683785.1,GCA_900683785.1.fna.gz
GCA_000834435.1,GCA_000834435.1.fna.gz
GCA_900215545.1,GCA_900215545.1.fna.gz
GCA_000607165.1,GCA_000607165.1.fna.gz
GCA_000283815.1,GCA_000283815.1.fna.gz
GCA_900327225.1,GCA_900327225.1.fna.gz
GCA_000171375.1,GCA_000171375.1.fna.gz
GCA_000171395.1,GCA_000171395.1.fna.gz
GCA_000170355.1,GCA_000170355.1.fna.gz
GCA_000277225.1,GCA_000277225.1.fna.gz
GCA_000740255.1,GCA_000740255.1.fna.gz
GCA_000026605.1,GCA_000026605.1.fna.gz
GCA_016604395.1,GCA_016604395.1.fna.gz
GCA_016603745.1,GCA_016603745.1.fna.gz
GCA_000767665.1,GCA_000767665.1.fna.gz
GCA_020736105.1,GCA_020736105.1.fna.gz
GCA_900185655.1,GCA_900185655.1.fna.gz
GCA_900000025.1,GCA_900000025.1.fna.gz
GCA_000026025.1,GCA_000026025.1.fna.gz
GCA_017299035.1,GCA_017299035.1.fna.gz
GCA_021442105.1,GCA_021442105.1.fna.gz
GCA_018176875.1,GCA_018176875.1.fna.gz
GCA_000816405.1,GCA_000816405.1.fna.gz
GCA_016766915.1,GCA_016766915.1.fna.gz
GCA_015276505.1,GCA_015276505.1.fna.gz
GCA_014527285.1,GCA_014527285.1.fna.gz
GCA_937936135.1,GCA_937936135.1.fna.gz
GCA_902168485.1,GCA_902168485.1.fna.gz
GCA_020002285.1,GCA_020002285.1.fna.gz
GCA_934875275.1,GCA_934875275.1.fna.gz
GCA_916050005.1,GCA_916050005.1.fna.gz
GCA_023277465.1,GCA_023277465.1.fna.gz
GCA_000204355.1,GCA_000204355.1.fna.gz
GCA_000313615.1,GCA_000313615.1.fna.gz
GCA_945860845.1,GCA_945860845.1.fna.gz
GCA_938039905.1,GCA_938039905.1.fna.gz
GCA_000404205.1,GCA_000404205.1.fna.gz
GCA_916720025.1,GCA_916720025.1.fna.gz
GCA_000219275.1,GCA_000219275.1.fna.gz
GCA_021491935.1,GCA_021491935.1.fna.gz
GCA_020544425.1,GCA_020544425.1.fna.gz
GCA_944325205.1,GCA_944325205.1.fna.gz
GCA_015275885.1,GCA_015275885.1.fna.gz
GCA_916439505.1,GCA_916439505.1.fna.gz
GCA_904425445.1,GCA_904425445.1.fna.gz
GCA_915063725.1,GCA_915063725.1.fna.gz
GCA_938021175.1,GCA_938021175.1.fna.gz
GCA_902460335.1,GCA_902460335.1.fna.gz
GCA_918429165.1,GCA_918429165.1.fna.gz
GCA_021484945.1,GCA_021484945.1.fna.gz
GCA_000949835.1,GCA_000949835.1.fna.gz
GCA_905236995.1,GCA_905236995.1.fna.gz
GCA_902833035.1,GCA_902833035.1.fna.gz
GCA_000208565.2,GCA_000208565.2.fna.gz
GCA_019656635.1,GCA_019656635.1.fna.gz
GCA_016620355.1,GCA_016620355.1.fna.gz
GCA_020594815.1,GCA_020594815.1.fna.gz
GCA_017848955.1,GCA_017848955.1.fna.gz
GCA_902499095.1,GCA_902499095.1.fna.gz
GCA_022340085.1,GCA_022340085.1.fna.gz
GCA_000182945.1,GCA_000182945.1.fna.gz
GCA_016587655.1,GCA_016587655.1.fna.gz
GCA_902499305.1,GCA_902499305.1.fna.gz
GCA_017306075.1,GCA_017306075.1.fna.gz
GCA_943914325.1,GCA_943914325.1.fna.gz
GCA_019656555.1,GCA_019656555.1.fna.gz
GCA_916048365.1,GCA_916048365.1.fna.gz
GCA_927910825.1,GCA_927910825.1.fna.gz
GCA_000208585.2,GCA_000208585.2.fna.gz
GCA_015224645.1,GCA_015224645.1.fna.gz
GCA_000732445.1,GCA_000732445.1.fna.gz
GCA_905237015.1,GCA_905237015.1.fna.gz
GCA_900446595.1,GCA_900446595.1.fna.gz
GCA_000949815.1,GCA_000949815.1.fna.gz
GCA_019242835.1,GCA_019242835.1.fna.gz
GCA_918429255.1,GCA_918429255.1.fna.gz
GCA_900112565.1,GCA_900112565.1.fna.gz
GCA_938028575.1,GCA_938028575.1.fna.gz
GCA_014228015.1,GCA_014228015.1.fna.gz
GCA_017909135.1,GCA_017909135.1.fna.gz
GCA_943913865.1,GCA_943913865.1.fna.gz
GCA_014525095.1,GCA_014525095.1.fna.gz
GCA_900699155.1,GCA_900699155.1.fna.gz
GCA_900444875.1,GCA_900444875.1.fna.gz
GCA_927911435.1,GCA_927911435.1.fna.gz
GCA_943325765.2,GCA_943325765.2.fna.gz
GCA_014635765.1,GCA_014635765.1.fna.gz
GCA_902373965.1,GCA_902373965.1.fna.gz
GCA_938008395.1,GCA_938008395.1.fna.gz
GCA_902836805.1,GCA_902836805.1.fna.gz
GCA_013596835.1,GCA_013596835.1.fna.gz
GCA_021183745.1,GCA_021183745.1.fna.gz
GCA_902168545.1,GCA_902168545.1.fna.gz
GCA_000092265.1,GCA_000092265.1.fna.gz
GCA_016766935.1,GCA_016766935.1.fna.gz
GCA_019443785.1,GCA_019443785.1.fna.gz
GCA_000816225.1,GCA_000816225.1.fna.gz
GCA_018176975.1,GCA_018176975.1.fna.gz
GCA_020736425.1,GCA_020736425.1.fna.gz
GCA_017298675.1,GCA_017298675.1.fna.gz
GCA_000213905.2,GCA_000213905.2.fna.gz
GCA_023476575.1,GCA_023476575.1.fna.gz
GCA_000709045.1,GCA_000709045.1.fna.gz
GCA_000767705.1,GCA_000767705.1.fna.gz
GCA_905373765.1,GCA_905373765.1.fna.gz
GCA_016603605.1,GCA_016603605.1.fna.gz
GCA_016604325.1,GCA_016604325.1.fna.gz
GCA_014156975.1,GCA_014156975.1.fna.gz
GCA_000385495.1,GCA_000385495.1.fna.gz
GCA_000169555.1,GCA_000169555.1.fna.gz
GCA_000169895.1,GCA_000169895.1.fna.gz
GCA_900327215.1,GCA_900327215.1.fna.gz
GCA_000831545.1,GCA_000831545.1.fna.gz
GCA_022393415.1,GCA_022393415.1.fna.gz
GCA_900475225.1,GCA_900475225.1.fna.gz
GCA_000524035.1,GCA_000524035.1.fna.gz
GCA_000756025.2,GCA_000756025.2.fna.gz
GCA_010231685.1,GCA_010231685.1.fna.gz
GCA_022494435.1,GCA_022494435.1.fna.gz
GCA_013425825.1,GCA_013425825.1.fna.gz
GCA_000011165.1,GCA_000011165.1.fna.gz
GCA_000359245.2,GCA_000359245.2.fna.gz
GCA_900638165.1,GCA_900638165.1.fna.gz
GCA_000359405.1,GCA_000359405.1.fna.gz
GCA_902373855.1,GCA_902373855.1.fna.gz
GCA_000742655.1,GCA_000742655.1.fna.gz
GCA_022353565.1,GCA_022353565.1.fna.gz
GCA_000831145.1,GCA_000831145.1.fna.gz
GCA_000959485.1,GCA_000959485.1.fna.gz
GCA_000834415.1,GCA_000834415.1.fna.gz
GCA_000017105.1,GCA_000017105.1.fna.gz
GCA_022117555.1,GCA_022117555.1.fna.gz
GCA_000607185.1,GCA_000607185.1.fna.gz
GCA_000171355.1,GCA_000171355.1.fna.gz
GCA_000169935.1,GCA_000169935.1.fna.gz
GCA_000808035.2,GCA_000808035.2.fna.gz
GCA_000385475.1,GCA_000385475.1.fna.gz
GCA_000166655.2,GCA_000166655.2.fna.gz
GCA_000008605.1,GCA_000008605.1.fna.gz
GCA_902373825.1,GCA_902373825.1.fna.gz
GCA_021441865.1,GCA_021441865.1.fna.gz
GCA_000742085.1,GCA_000742085.1.fna.gz
GCA_928721935.1,GCA_928721935.1.fna.gz
GCA_902373675.1,GCA_902373675.1.fna.gz
GCA_916049885.1,GCA_916049885.1.fna.gz
GCA_900095495.1,GCA_900095495.1.fna.gz
GCA_019930745.1,GCA_019930745.1.fna.gz
GCA_000709065.1,GCA_000709065.1.fna.gz
GCA_900118545.1,GCA_900118545.1.fna.gz
GCA_902810555.1,GCA_902810555.1.fna.gz
GCA_017298875.1,GCA_017298875.1.fna.gz
GCA_017939465.1,GCA_017939465.1.fna.gz
GCA_000017665.1,GCA_000017665.1.fna.gz
GCA_015275135.1,GCA_015275135.1.fna.gz
GCA_022815665.1,GCA_022815665.1.fna.gz
GCA_902168635.1,GCA_902168635.1.fna.gz
GCA_016756255.1,GCA_016756255.1.fna.gz
GCA_023523545.1,GCA_023523545.1.fna.gz
GCA_913054145.1,GCA_913054145.1.fna.gz
GCA_905369865.1,GCA_905369865.1.fna.gz
GCA_937924935.1,GCA_937924935.1.fna.gz
GCA_943325955.2,GCA_943325955.2.fna.gz
GCA_900448055.1,GCA_900448055.1.fna.gz
GCA_000836055.1,GCA_000836055.1.fna.gz
GCA_000836095.1,GCA_000836095.1.fna.gz
GCA_000184325.1,GCA_000184325.1.fna.gz
GCA_017909295.1,GCA_017909295.1.fna.gz
GCA_015276265.1,GCA_015276265.1.fna.gz
GCA_905372985.1,GCA_905372985.1.fna.gz
GCA_900116655.1,GCA_900116655.1.fna.gz
GCA_905372575.1,GCA_905372575.1.fna.gz
GCA_905373645.1,GCA_905373645.1.fna.gz
GCA_905371985.1,GCA_905371985.1.fna.gz
GCA_937926625.1,GCA_937926625.1.fna.gz
GCA_013629455.1,GCA_013629455.1.fna.gz
GCA_014169235.1,GCA_014169235.1.fna.gz
GCA_000769635.1,GCA_000769635.1.fna.gz
GCA_918419325.1,GCA_918419325.1.fna.gz
GCA_015354035.1,GCA_015354035.1.fna.gz
GCA_000407765.1,GCA_000407765.1.fna.gz
GCA_905371565.1,GCA_905371565.1.fna.gz
GCA_019656535.1,GCA_019656535.1.fna.gz
GCA_902499025.1,GCA_902499025.1.fna.gz
GCA_016587715.1,GCA_016587715.1.fna.gz
GCA_000218655.1,GCA_000218655.1.fna.gz
GCA_000438805.2,GCA_000438805.2.fna.gz
GCA_016587755.1,GCA_016587755.1.fna.gz
GCA_902499215.1,GCA_902499215.1.fna.gz
GCA_019656515.1,GCA_019656515.1.fna.gz
GCA_000407925.1,GCA_000407925.1.fna.gz
GCA_938034995.1,GCA_938034995.1.fna.gz
GCA_019243055.1,GCA_019243055.1.fna.gz
GCA_019175505.1,GCA_019175505.1.fna.gz
GCA_918429195.1,GCA_918429195.1.fna.gz
GCA_900475775.1,GCA_900475775.1.fna.gz
GCA_014634765.1,GCA_014634765.1.fna.gz
GCA_013748855.1,GCA_013748855.1.fna.gz
GCA_915063465.1,GCA_915063465.1.fna.gz
GCA_014227655.1,GCA_014227655.1.fna.gz
GCA_012274905.1,GCA_012274905.1.fna.gz
GCA_019846815.1,GCA_019846815.1.fna.gz
GCA_012274945.1,GCA_012274945.1.fna.gz
GCA_011058205.1,GCA_011058205.1.fna.gz
GCA_000430225.1,GCA_000430225.1.fna.gz
GCA_905369945.1,GCA_905369945.1.fna.gz
GCA_900009115.1,GCA_900009115.1.fna.gz
GCA_016028175.1,GCA_016028175.1.fna.gz
GCA_013409355.1,GCA_013409355.1.fna.gz
GCA_943328755.2,GCA_943328755.2.fna.gz
