#assembly_accession,organism_name
GCA_027604085.1,Chytriomyces hyalinus
GCA_025617375.2,Acarospora socialis
GCA_000441875.1,Blumeria graminis f. sp. tritici Bgt#70
GCA_025594325.1,Blastocladiella emersonii ATCC 22665
GCA_023508785.1,Schizophyllum commune Tattone D
GCA_023508725.1,Schizophyllum commune Loenen D
GCA_000410855.1,Clavispora lusitaniae MTCC 1001
GCA_010093785.1,Polychaeton citri CBS 116435
GCA_001692735.1,Lepidopterella palustris CBS 459.81
GCA_001632445.1,Peniophora sp. CONT
GCA_000934385.1,Cylindrobasidium torrendii FP15055 ss-10
GCA_014925785.1,Mycena galopus ATCC 62051
GCA_014904905.1,Wilcoxina mikolae CBS 423.85
GCA_025399195.1,Umbelopsis ramanniana AG
GCA_021432615.1,Colletotrichum gloeosporioides 23
GCA_001651415.1,Linnemannia elongata AG-77
GCA_003711515.1,Sodiomyces alkalinus F11
GCA_015708705.1,Naganishia vishniacii ANT03-052
GCA_001632355.1,Sistotremastrum suecicum HHB10207 ss-3
GCA_001630475.1,Sistotremastrum niveocremeum HHB9708
GCA_004369055.1,Polyporus arcularius HHB13444
GCA_010093925.1,Zopfia rhizophila CBS 207.26
GCA_010093745.1,Piedraia hortae CBS 480.64
GCA_001632375.1,Exidia glandulosa HHB12029
GCA_001632425.1,Neolentinus lepideus HHB14362 ss-1
GCA_001632345.1,Daedalea quercina L-15889
GCA_022160315.1,Panus rudis PR-1116 ss-1
GCA_001632365.1,Laetiporus sulphureus 93-53
GCA_010015565.1,Dissoconium aciculare CBS 342.82
GCA_010015785.1,Saccharata proteae CBS 121410
GCA_010405375.1,Lophiostoma macrostomum CBS 122681
GCA_025094155.1,Lichtheimia hyalospora FSU 10163
GCA_002104905.1,Basidiobolus meristosporus CBS 931.73
GCA_025399235.1,Backusella circina FSU 941
GCA_025603075.1,Neoconidiobolus thromboides FSU 785
GCA_001658105.1,Rhizopogon vinicolor AM-OR11-026
GCA_010093715.1,Pleomassaria siparia CBS 279.74
GCA_010093585.1,Melanomma pulvis-pyrius CBS 109.77
GCA_022160365.1,Vararia minispora EC-137
GCA_004369135.1,Dendrothele bispora CBS 962.96
GCA_021018865.1,Rhizoctonia solani AG-11
GCA_910591775.1,Dentiscutata heterogama
GCA_001908125.1,Penicillium subrubescens
GCA_000633045.1,Aspergillus niger SH-2
GCA_007821475.1,Lachnellula arida
GCA_007825325.1,Lachnellula cervina
GCA_007821495.1,Lachnellula hyalina
GCA_030573835.1,Tetrapisispora taiwanensis (nom. inval.)
GCA_030573885.1,Tetrapisispora pingtungensis (nom. inval.)
GCA_002195965.1,Lentinula edodes 135A
GCA_003708755.1,[Candida] golubevii
GCA_022023595.1,[Candida] thailandica
GCA_002374405.1,Metschnikowia cubensis
GCA_030578695.1,Metschnikowia shanxiensis
GCA_030578815.1,Metschnikowia ziziphicola
GCA_000504465.1,Cryomyces antarcticus CCFEE 534
GCA_023014475.1,Amanita pallidorosea
GCA_028827825.1,Penicillium malachiteum
GCA_014461125.1,Mycena kentingensis (nom. inval.)
GCA_019364595.1,Butyriboletus roseoflavus
GCA_000691765.2,Candida albicans Ca529L
GCA_021655985.1,Fusarium neocosmosporiellum
GCA_003947005.1,Fusarium floridanum
GCA_003946985.1,Fusarium duplospermum
GCA_013363205.1,Fusarium tuaranense
GCA_003947015.1,Fusarium sp. AF-6
GCA_030573865.1,Tortispora ganteri
GCA_003706775.2,Tortispora starmeri
GCA_030566855.1,Tortispora sangerardonensis
GCA_030570615.1,Tortispora mauiana
GCA_030574555.1,Tortispora phaffii
GCA_030462865.1,Tortispora agaves
GCA_025433555.1,Fusarium keratoplasticum
GCA_015179015.1,Boletus edulis BED1
GCA_014904975.1,Marasmius fiardii PR-910
GCA_003813185.1,Lentinus tigrinus ALCF2SS1-7
GCA_003813205.1,Lentinus tigrinus ALCF2SS1-6
GCA_001619985.1,Xylona heveae TC161
GCA_025266875.1,Fennellomyces sp. T-0311
GCA_001630345.1,Calocera viscosa TUFC12733
GCA_001633055.2,Ophiocordyceps polyrhachis-furcata BCC 54312
GCA_001282415.1,Saccharomyces cerevisiae NRRL Y-12632
GCA_000507885.2,Kwoniella mangroviensis CBS 10435
GCA_000800515.1,Trichoderma virens FT-333
GCA_000601435.1,Pseudopyrenochaeta lycopersici CRA-PAV_ER 1211
GCA_000416405.1,Saccharomyces cerevisiae NY1308
GCA_002917775.1,Glaciozyma antarctica PI12
GCA_000442885.1,Zygosaccharomyces bailii CLIB 213
GCA_000835815.1,Cryptococcus gattii VGII 2001/935-1
GCA_002195955.1,Lentinula edodes 135B
GCA_003788595.2,Choiromyces venosus 120613-1
GCA_030557545.1,Ogataea salicorniae
GCA_003706035.2,Peterozyma xylosa
GCA_003707985.2,Wickerhamomyces alni
GCA_003707885.2,Barnettozyma salicaria
GCA_030580435.1,Lipomyces anomalus
GCA_003705835.3,Kockiozyma suomiensis
GCA_030579255.1,Kazachstania psychrophila
GCA_013365195.1,Cercospora citrullina
GCA_000756245.1,Saccharomyces cerevisiae M5
GCA_002375215.1,Saccharomyces sp. M14
GCA_019976485.1,Apiospora pterosperma
GCA_006508115.1,Apiospora malaysiana
GCA_010093795.1,Sporormia fimetaria CBS 119925
GCA_002708625.1,Rhizopus microsporus ATCC 52813
GCA_012275225.1,Aspergillus welwitschiae
GCA_023212975.1,Komagataella kurtzmanii
GCA_000442675.2,Saccharomyces sp. EDRL
GCA_000497715.1,Spathaspora arborariae UFMG-19.1A
GCA_028827695.1,Penicillium maclennaniae
GCA_015502565.1,Actinomortierella ambigua
GCA_022750515.1,Mortierella claussenii
GCA_030580155.1,Diutina siamensis
GCA_000513815.1,Trichoderma reesei RUT C-30
GCA_001574975.1,Gonapodya prolifera JEL478
GCA_001661345.1,Ascoidea rubescens DSM 1968
GCA_000729825.1,Epichloe sp. AL9924
GCA_010093705.1,Patellaria atrata CBS 101060
GCA_027406105.1,Colletotrichum endophyticum
GCA_001599615.1,Thielaviopsis euricoi
GCA_004367935.1,Colletotrichum sidae
GCA_004366825.1,Colletotrichum spinosum
GCA_013365245.1,Cercospora brassicicola
GCA_003547095.1,Diversispora epigaea
GCA_910591965.1,Dentiscutata erythropus
GCA_000832285.1,Pyricularia oryzae B157
GCA_902827195.2,Clonostachys rosea f. rosea IK726
GCA_022559915.2,Septoria petroselini
GCA_000508805.2,Saccharomyces cerevisiae NAM34-4C
GCA_000508825.2,Saccharomyces cerevisiae IR-2
GCA_027597005.1,Phlyctochytrium bullatum
GCA_003344505.1,Aspergillus phoenicis ATCC 13157
GCA_003344705.1,Aspergillus niger ATCC 13496
GCA_002092935.1,Trametes coccinea BRFM310
GCA_000442125.1,Gyalolechia flavorubescens KoLRI002931
GCA_001632435.1,Calocera cornea HHB12733
GCA_000444155.1,Cladonia macilenta KoLRI003786
GCA_000738825.1,Papiliotrema laurentii RY1
GCA_000803265.1,Ordospora colligata OC4
GCA_001078035.1,Encephalitozoon cuniculi EcunIII-L
GCA_000530735.1,Zygosaccharomyces bailii ISA1307
GCA_000750145.2,Tolypocladium sp. Salcha MEA-2
GCA_030462855.1,Saturnispora bothae
GCA_000497085.1,Paecilomyces variotii No. 5
GCA_000697235.1,Cokeromyces recurvatus B5483
GCA_000697255.1,Mucor racemosus B9645
GCA_000697275.1,Rhizopus microsporus B9738
GCA_000697295.1,Mucor indicus B7402
GCA_000697315.1,Cunninghamella bertholletiae B7461
GCA_000697335.1,Conidiobolus incongruus B7586
GCA_000697355.1,Syncephalastrum monosporum B8922
GCA_000697375.1,Basidiobolus meristosporus B9252
GCA_000697395.1,Lichtheimia ramosa B5792
GCA_000507065.1,Mortierella alpina B6842
GCA_000697415.1,Umbelopsis isabellina B7317
GCA_000738565.1,Rhizopus microsporus var rhizopodiformus B7455
GCA_000697435.1,Mucor irregularis B7584
GCA_000697455.1,Basidiobolus heterosporus B8920
GCA_000697475.1,Lichtheimia corymbifera B2541
GCA_000697495.1,Saksenaea oblongispora B3353
GCA_020617735.1,Batrachochytrium salamandrivorans
GCA_000430065.1,Spraguea lophii 42_110
GCA_000513255.1,Penicillium roqueforti FM164
GCA_014872975.1,Diaporthe citriasiana
GCA_014872995.1,Diaporthe citrichinensis
GCA_000497045.1,Kalmanozyma brasiliensis GHG001
GCA_949130195.1,Zygosaccharomyces parabailii
GCA_030574115.1,Zygosaccharomyces pseudobailii
GCA_000504345.2,Lecanosticta acicola CBS 871.95
GCA_001651985.1,Fonsecaea erecta
GCA_000504385.2,Exutisphaerella laricina CBS 326.52
GCA_002153405.1,Mycosphaerella populi pn0402
GCA_002116395.1,Ramularia endophylla CBS 113265
GCA_002116355.1,Dothistroma pini CBS 116487
GCA_002116385.1,Nothophaeocryptopus gaeumannii CBS 267.37
GCA_000504365.2,Pseudocercospora pini-densiflorae CBS 125139
GCA_002116345.1,Mycosphaerella sp. PB-2012b Mex 2-1-2
GCA_020536065.1,Ogataea philodendri
GCA_020536175.1,Wickerhamomyces mucosus
GCA_000743315.1,Lignosus rhinocerotis TM02
GCA_031125505.1,Saccharomycopsis guyanensis
GCA_009732865.1,Stipitochalara longipes BDJ
GCA_020975735.1,Ophiocordyceps xuefengensis
GCA_001653235.2,Pochonia chlamydosporia 170
GCA_000488995.1,Moniliophthora roreri MCA 2997
GCA_001264625.1,Malassezia caprae
GCA_001264685.1,Malassezia equina
GCA_030572235.1,Ambrosiozyma kamigamensis
GCA_030567495.1,Ambrosiozyma neoplatypodis
GCA_003706315.3,Ambrosiozyma oregonensis (nom. inval.)
GCA_000576695.1,Kuraishia capsulata CBS 1993
GCA_000499585.1,Cryptococcus gattii VGII CBS 7750
GCA_021396205.1,Sporothrix brunneoviolacea
GCA_022832045.1,Ophidiomyces ophidiicola
GCA_013180125.1,Saccharomyces bayanus NBRC1948
GCA_000600275.1,Aspergillus ruber CBS 135680
GCA_000469055.2,Austropuccinia psidii MF-1
GCA_025586815.1,Penicillium glycyrrhizacola
GCA_003116875.1,Takashimella koratensis
GCA_022376465.1,Cubamyces lactineus
GCA_000750675.1,Pseudogymnoascus sp. VKM F-3808
GCA_000474925.1,Sporothrix schenckii ATCC 58251
GCA_000952835.1,Aspergillus flavus AF70
GCA_010015585.1,Eremomyces bilateralis CBS 781.70
GCA_010015815.1,Dothidotthia symphoricarpi CBS 119687
GCA_010015725.1,Amniculicola lignicola CBS 123094
GCA_003790465.1,Morchella conica CCBAS932
GCA_002847485.1,Aspergillus campestris IBT 28561
GCA_002849105.1,Aspergillus steynii IBT 23096
GCA_010093485.1,Karstenula rhodostoma CBS 690.94
GCA_002847465.1,Aspergillus novofumigatus IBT 16806
GCA_002846915.2,Aspergillus ochraceoroseus IBT 24754
GCA_030571355.1,Kazachstania serrabonitensis
GCA_027886155.1,Fusarium paranaense
GCA_010093635.1,Massarina eburnea CBS 473.64
GCA_002216205.1,Cryptococcus neoformans var. neoformans XL280
GCA_025526975.1,Fimicolochytrium jonesii
GCA_027596035.1,Thoreauomyces humboldtii
GCA_022814265.1,Lambiella insularis
GCA_000961545.1,Sporothrix schenckii 1099-18
GCA_000820605.1,Sporothrix brasiliensis 5110
GCA_030077755.1,Filosporella fistucella
GCA_951640195.1,Porpolomopsis calyptriformis
GCA_019843645.1,Ophiocordyceps australis
GCA_000498615.1,Helminthosporium solani B-AC-16A
GCA_011800875.2,Suillus brevipes Sb2
GCA_000671355.1,Diplodia sapinea CMW 190
GCA_015584085.1,Macrolepiota fuliginosa MF-IS2
GCA_000482085.2,Cladonia metacorallifera KoLRI002260
GCA_016801315.1,Fusarium oxysporum f. sp. capsici
GCA_030557725.1,Yarrowia bubula
GCA_000731695.1,Aspergillus parasiticus SU-1
GCA_000729905.1,Epichloe bromicola ATCC 200750
GCA_000709145.1,Balansia obtecta B249
GCA_000475075.1,Pyricularia oryzae HN19311
GCA_000498135.1,Pyricularia oryzae FJ81278
GCA_030572075.1,Yamadazyma ubonensis
GCA_022813405.1,Aspergillus pseudoglaucus
GCA_000729845.1,Epichloe baconii ATCC 200745
GCA_000877375.1,Epichloe amarillans E4668
GCA_000497105.2,Nakaseomyces glabratus CCTCC M202019
GCA_001008385.1,Penicillium expansum T01
GCA_001879275.1,Coniochaeta ligniaria NRRL 30616
GCA_010093695.1,Plenodomus tracheiphilus IPT5
GCA_000968595.1,Rasamsonia emersonii CBS 393.64
GCA_001477535.1,Pneumocystis jirovecii RU7
GCA_001477545.1,Pneumocystis carinii B80
GCA_000496955.1,Pseudogymnoascus destructans M1379
GCA_000497305.1,Pseudogymnoascus pannorum M1372
GCA_022813445.1,Neophaeococcomyces aloes
GCA_000497225.1,Amanita jacksonii TRTC168611
GCA_000507345.1,Pyrrhoderma noxium OVT-YTM/97
GCA_020884735.1,Clathrus columnatus
GCA_000969745.1,Pyricularia oryzae MG01
GCA_000750715.1,Pseudogymnoascus sp. VKM F-3775
GCA_000750735.1,Pseudogymnoascus sp. VKM F-4246
GCA_000750745.1,Pseudogymnoascus sp. VKM F-4281 (FW-2241)
GCA_000750755.1,Pseudogymnoascus sp. VKM F-4513 (FW-928)
GCA_000750795.1,Pseudogymnoascus sp. VKM F-4514 (FW-929)
GCA_000750805.1,Pseudogymnoascus sp. VKM F-4515 (FW-2607)
GCA_000750815.1,Pseudogymnoascus sp. VKM F-4516 (FW-969)
GCA_000750875.1,Pseudogymnoascus sp. VKM F-4517 (FW-2822)
GCA_000750895.1,Pseudogymnoascus sp. VKM F-103
GCA_000750925.1,Pseudogymnoascus sp. VKM F-4518 (FW-2643)
GCA_000750935.1,Pseudogymnoascus sp. VKM F-4519 (FW-2642)
GCA_000750995.1,Pseudogymnoascus sp. VKM F-4520 (FW-2644)
GCA_002215975.1,Dryadomyces quercus-mongolicae
GCA_000715385.1,Rhizoctonia solani 123E
GCA_000812885.1,Lanzia echinophila
GCA_027576975.1,Coemansia umbellata
GCA_030039245.1,Naganishia vaughanmartiniae
GCA_000732205.1,Verticillium tricorpus MUCL 9792
GCA_000820885.1,Kluyveromyces dobzhanskii CBS 2104
GCA_002224055.1,fungal sp. ARF18
GCA_002557695.1,Saccharomyces pastorianus CBS 1503
GCA_000710315.1,Eremothecium coryli CBS 5749
GCA_000513335.1,Penicillium camemberti FM 013
GCA_013180725.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum
GCA_022814695.1,Neocatenulostroma microsporum
GCA_000597625.1,Rhizophagus irregularis DAOM 197198w
GCA_000503235.1,Sclerotinia borealis F-4128
GCA_910591915.1,Cetraspora pellucida
GCA_000733235.3,Saccharomyces cerevisiae UFMG A-905
GCA_022204955.1,Macrophomina pseudophaseolina
GCA_027886205.1,Fusarium piperis
GCA_030557635.1,Hemisphaericaspora nanyangensis (nom. inval.)
GCA_001707045.1,Puccinia triticina Race 77
GCA_001706785.1,Puccinia triticina Race 106
GCA_024340785.1,Tolypocladium amazonense
GCA_024340005.1,Tolypocladium tropicale
GCA_024339995.1,Tolypocladium endophyticum
GCA_000688595.1,Brettanomyces bruxellensis LAMAP2480
GCA_001465935.1,Clarireedia homoeocarpa
GCA_001630595.1,Pseudogymnoascus sp. BL308
GCA_001630585.1,Pseudogymnoascus sp. BL549
GCA_001029325.1,Aspergillus fumigatus Z5
GCA_000750665.1,Pseudogymnoascus sp. VKM F-3557
GCA_000613145.2,Yarrowia lipolytica WSH-Z06
GCA_000590965.1,Phaeomoniella chlamydospora RR-HG1
GCA_000738655.1,Venturia pyrina ICMP 11032
GCA_000577715.1,Penicillium paneum FM227
GCA_000577785.1,Penicillium biforme FM169
GCA_000576735.1,Penicillium fuscoglaucum FM041
GCA_000577495.1,Penicillium carneum LCP05634
GCA_000577395.2,Penicillium nalgiovense FM193
GCA_015849295.1,Modicella reniformis
GCA_003990535.1,Pyricularia oryzae Mo-nwi-31
GCA_002021675.1,Pyricularia oryzae Mo-nwi-55
GCA_000534915.1,Umbelopsis isabellina NBRC 7884
GCA_023721895.2,Talaromyces albobiverticillius
GCA_001907595.1,Talaromyces atroroseus
GCA_000611715.1,Scolecobasidium constrictum UM 578
GCA_000835455.1,Fonsecaea pedrosoi CBS 271.37
GCA_000835555.1,Rhinocladiella mackenziei CBS 650.93
GCA_000835475.1,Cladophialophora bantiana CBS 173.52
GCA_000836435.1,Fonsecaea multimorphosa CBS 102226
GCA_949357655.1,Parascedosporium putredinis
GCA_030580555.1,Hanseniaspora taiwanica (nom. inval.)
GCA_030573495.1,Hanseniaspora nectarophila
GCA_023646055.1,Niorma chrysophthalma
GCA_000590845.2,Yarrowia lipolytica PO1f
GCA_000582985.1,Colletotrichum fioriniae PJ7
GCA_001883825.1,Emergomyces pasteurianus Ep9510
GCA_002573585.1,Helicocarpus griseus UAMH5409
GCA_002573605.1,Polytolypa hystricis UAMH7299
GCA_010015655.1,Bimuria novae-zelandiae CBS 107.79
GCA_009733575.1,Gymnopus androsaceus JB14
GCA_003016335.1,Corynespora cassiicola Philippines
GCA_014904985.1,Hydnum rufescens UP504
GCA_003184625.1,Aspergillus neoniger CBS 115656
GCA_003184925.1,Aspergillus vadensis CBS 113365
GCA_003184785.1,Aspergillus japonicus CBS 114.51
GCA_003184755.1,Aspergillus piperis CBS 112811
GCA_003184535.1,Aspergillus eucalypticola CBS 122712
GCA_003184745.1,Aspergillus uvarum CBS 121591
GCA_003184845.1,Aspergillus ibericus CBS 121593
GCA_003184835.1,Aspergillus costaricaensis CBS 115574
GCA_003184635.1,Aspergillus sclerotiicarbonarius CBS 121057
GCA_003184825.1,Aspergillus fijiensis CBS 313.89
GCA_003184645.1,Aspergillus ellipticus CBS 707.79
GCA_003184545.1,Aspergillus heteromorphus CBS 117.55
GCA_003184765.1,Aspergillus aculeatinus CBS 121060
GCA_030569775.1,Nakazawaea siamensis
GCA_000817185.1,Magnusiomyces clavatus CNRMA 12.647
GCA_020086995.1,Aaosphaeria arxii
GCA_010015735.1,Aaosphaeria arxii CBS 175.79
GCA_003184595.1,Aspergillus niger CBS 101883
GCA_003184695.1,Aspergillus brunneoviolaceus CBS 621.78
GCA_003184525.1,Aspergillus sclerotioniger CBS 115572
GCA_019112545.1,Guyanagaster necrorhizus MCA 3950
GCA_003184865.1,Aspergillus homomorphus CBS 101889
GCA_003184705.1,Aspergillus violaceofuscus CBS 115571
GCA_003184585.1,Aspergillus saccharolyticus JOP 1030-1
GCA_003184685.1,Aspergillus indologenus CBS 114.80
GCA_021432605.1,Coniochaeta sp. PMI_546
GCA_000836135.1,Taphrina wiesneri JCM 22204
GCA_000836155.1,Taphrina deformans JCM 22205
GCA_000836175.1,Taphrina flavorubra JCM 22207
GCA_000836195.1,Taphrina populina JCM 22190
GCA_000603925.1,Corynespora cassiicola UM 591
GCA_003268435.1,Rhizoctonia solani AG-3 PT
GCA_022813965.1,Toensbergia leucococca
GCA_026026765.1,Pycnora praestabilis
GCA_022813865.1,Xylographa opegraphella
GCA_022813825.1,Xylographa parallela
GCA_022813785.1,Xylographa trunciseda
GCA_003521225.1,Tuber microsphaerosporum
GCA_001691785.3,Amanita brunnescens Koide BX004
GCA_001691765.1,Amanita muscaria var. guessowii Koide BX008
GCA_001691755.2,Amanita polypyramis BW_CC
GCA_001691835.3,Volvariella volvacea WC 439
GCA_001691775.3,Amanita inopinata Kibby_2008
GCA_030705145.1,Hagleromyces aurorensis
GCA_030566895.1,[Candida] coquimbonensis
GCA_001563115.1,Colletotrichum nymphaeae SA-01
GCA_001642045.1,Paraphaeosphaeria sporulosa
GCA_003988965.1,Neobulgaria alba
GCA_020521375.1,Zygosaccharomyces sapae
GCA_014898435.1,Botrytis sinoallii
GCA_029959195.1,Dictyophora rubrovolvata
GCA_030558655.1,Kazachstania yasuniensis
GCA_010093685.1,Ophiobolus disseminans
GCA_003706415.3,Deakozyma indianensis
GCA_009666275.1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum
GCA_022814615.1,Waltergamsia citrina
GCA_000731615.1,Aspergillus fumigatus var. RP-2014
GCA_030565205.1,Cyberlindnera galapagoensis
GCA_013363185.1,Fusarium secorum
GCA_030581455.1,Wickerhamiella allomyrinae
GCA_000733645.1,Beauveria rudraprayagi
GCA_024752435.1,Allantophomopsis cytisporea
GCA_021432625.1,Leptodontidium sp. 2 PMI_412
GCA_021399455.1,Flagelloscypha sp. PMI_526
GCA_937872245.1,Cadophora sp. DSE1049
GCA_000760515.2,Mitosporidium daphniae
GCA_015039315.1,Clavulina sp. PMI_390
GCA_000931505.1,Hypoxylon sp. E7406B
GCA_001007845.1,Nigrograna mackinnonii
GCA_013365235.1,Cercospora sesami
GCA_020045945.2,Trichoderma semiorbis
GCA_011319805.1,Macrocybe gigantea
GCA_003439915.1,Trichoderma atrobrunneum
GCA_002022785.1,Trichoderma guizhouense
GCA_014468695.1,Trichoderma lixii
GCA_019565615.1,Trichoderma simmonsii
GCA_009982855.1,Lizonia empirigonia
GCA_015266385.1,Trichoderma oligosporum
GCA_025602915.1,Paraphysoderma sedebokerense
GCA_030867255.1,Colletotrichum somersetense
GCA_000750105.3,Tolypocladium sp. Sup5 PDA-1
GCA_031142775.1,Microdochium paspali
GCA_002895615.1,Saccharomycopsis sp. UWO(PS) 91-127.1
GCA_010015805.1,Rhizodiscina lignyota
GCA_009193645.1,Aspergillus pseudonomiae
GCA_028826965.1,Penicillium alfredii
GCA_002370595.1,Metschnikowia drakensbergensis
GCA_030564705.1,Metschnikowia caudata
GCA_023014405.1,Amanita molliuscula
GCA_021432635.1,Thozetella sp. PMI_491
GCA_002077065.1,Rachicladosporium antarcticum
GCA_001204775.2,Aspergillus nomiae NRRL 13137
GCA_022385745.1,Cubamyces sp. BRFM 1775
GCA_010093945.1,Delitschia confertaspora ATCC 74209
GCA_020085095.1,Malassezia arunalokei
GCA_018340605.1,Aspergillus pseudoviridinutans
GCA_030581635.1,[Candida] carvajalis
GCA_027577015.1,Dispira parvispora
GCA_003144195.1,Ceraceosorus guamensis
GCA_001662575.1,Pseudogymnoascus sp. 23342-1-I1
GCA_002161795.1,Curvularia sp. IFB-Z10
GCA_001599055.1,Thielaviopsis ethacetica
GCA_030560625.1,Yarrowia yakushimensis
GCA_937873565.1,uncultured Pleosporineae
GCA_000825705.1,[Torrubiella] hemipterigena
GCA_000817285.1,Curvularia papendorfii
GCA_030567595.1,Kuraishia piskuri
GCA_030569035.1,Kuraishia borneana
GCA_030557465.1,Kuraishia cidri
GCA_030556755.1,Nakazawaea anatomiae
GCA_030567655.1,Nakazawaea ernobii
GCA_022817945.1,Nakazawaea ishiwadae
GCA_030704985.1,Nakazawaea laoshanensis
GCA_030569155.1,Nakazawaea molendinolei
GCA_001599355.1,Nakazawaea peltata
GCA_030567755.1,Nakazawaea pomicola
GCA_030557235.1,Nakazawaea populi
GCA_003243035.1,Nakazawaea wickerhamii
GCA_030567715.1,Nakazawaea wyomingensis
GCA_003314615.1,Pholiota microspora
GCA_026413255.1,Fereydounia khargensis
GCA_024606495.1,[Setosphaeria] turcica f. sp. sorghi
GCA_030563285.1,Starmerella khaoyaiensis
GCA_030573915.1,Yarrowia porcina
GCA_004918325.1,Wallemia hederae
GCA_024584535.1,Colletotrichum gigasporum
GCA_030462805.1,Lipomyces chichibuensis
GCA_003705705.2,Blastobotrys raffinosifermentans
GCA_030558095.1,Teunomyces funiuensis
GCA_030571835.1,Yamadazyma dushanensis
GCA_022315185.1,Agaricus sinodeliciosus
GCA_003615045.1,Caulochytrium protostelioides
GCA_028827895.1,Penicillium longicatenatum
GCA_028828015.1,Penicillium pulvis
GCA_028828195.1,Penicillium verhagenii
GCA_023078685.1,Neopestalotiopsis rosae
GCA_018092595.1,Pestalotiopsis kenyana
GCA_030571925.1,Yamadazyma epiphylla
GCA_030571995.1,Yamadazyma insecticola
GCA_002927005.1,Aspergillus pseudoterreus
GCA_021397985.1,Sporothrix dimorphospora
GCA_013184455.1,Fusarium continuum
GCA_022813035.1,Ganoderma leucocontextum
GCA_016490745.1,Trichoderma afroharzianum
GCA_013781345.1,Fusarium coicis
GCA_014899075.1,Fusarium goolgardi
GCA_013396205.1,Fusarium mundagurra
GCA_013184375.1,Fusarium newnesense
GCA_013396195.1,Fusarium tjaetaba
GCA_011066345.1,Trichoderma lentiforme
GCA_011750725.1,Drepanopeziza brunnea f. sp. 'monogermtubi'
GCA_003144245.1,Jaminaea rosea
GCA_027569595.1,Penicillium sp. G339
GCA_027569895.1,Penicillium sp. G342
GCA_017656675.1,Fusarium nepalense
GCA_017656775.1,Fusarium louisianense
GCA_009194965.1,Coniochaeta sp. 2T2.1
GCA_030571815.1,Wickerhamiella siamensis
GCA_001855235.1,Colletotrichum incanum
GCA_024115155.1,Thelonectria blattea
GCA_020736575.1,Thelonectria olida
GCA_013186415.1,Fusarium sp. NRRL 66088
GCA_031306065.1,Pseudopyricularia cyperi
GCA_003013045.1,Pyricularia pennisetigena
GCA_002287115.1,Auricularia heimuer
GCA_000966865.1,Fusarium sp. JS626
GCA_000966855.1,Fusarium sp. JS1030
GCA_000966885.1,Xylaria sp. JS573
GCA_009806335.1,Davidsoniella australis
GCA_004009845.1,Davidsoniella eucalypti
GCA_009806295.1,Davidsoniella neocaledoniae
GCA_001513805.1,Davidsoniella virescens
GCA_016859225.1,Thielaviopsis cerberus
GCA_001513885.1,Thielaviopsis musarum
GCA_001640655.1,Endoconidiophora laricicola
GCA_001856765.1,Endoconidiophora polonica
GCA_002018275.1,Huntiella bhutanensis
GCA_003032515.1,Huntiella decipiens
GCA_000712465.1,Huntiella moniliformis
GCA_000833645.1,Huntiella omanensis
GCA_001483325.1,Huntiella savannae
GCA_027744755.1,Huntiella tyalla
GCA_003314645.1,Morchella eximia
GCA_009078325.1,Ceratobasidium theobromae
GCA_003386485.1,Colletotrichum lentis
GCA_030555925.1,Candida xiaguanensis
GCA_018092615.1,Pestalotiopsis sp. CR013
GCA_028476805.1,Acrocalymma vagum
GCA_022813845.1,Xylographa pallens
GCA_022813885.1,Xylographa carneopallida
GCA_022813805.1,Xylographa soralifera
GCA_022813905.1,Xylographa bjoerkii
GCA_017580825.2,Aureobasidium zeae
GCA_003316195.1,Neoboletus brunneissimus
GCA_020310465.1,Lanmaoa asiatica
GCA_000836255.1,fungal sp. No.11243
GCA_003988945.1,Chaetoscypha palmicola
GCA_026954515.1,Cladochytrium tenue
GCA_003353625.1,Fusarium fracticaudum
GCA_022833035.1,Fusarium marasasianum
GCA_002165215.1,Fusarium pininemorale
GCA_017579625.1,Fusarium sororula
GCA_001600075.1,Yarrowia deformans
GCA_000733355.1,Falciphora oryzae
GCA_021176775.1,Sarocladium implicatum
GCA_029379155.1,Sarocladium terricola
GCA_018221805.1,Rugosomyces carneus
GCA_911174925.1,Penicillium salamii
GCA_021378265.1,Epichloe typhina subsp. clarkii
GCA_001179765.1,Crepidotus sp. BD-2015
GCA_900068985.1,Pterula multifida
GCA_030565145.1,Candida parachauliodes
GCA_001662585.1,Pseudogymnoascus sp. WSF 3629
GCA_001662645.1,Pseudogymnoascus sp. 03VT05
GCA_001662605.1,Pseudogymnoascus sp. 05NY08
GCA_001662595.1,Pseudogymnoascus sp. 24MN13
GCA_900536425.1,Hymenoscyphus linearis
GCA_018360085.1,Claviceps arundinis
GCA_022813145.1,Barbatosphaeria neglecta
GCA_002786025.1,Zasmidium citrigriseum
GCA_001599175.1,Pestalotiopsis sp. JCM 9685
GCA_001600455.1,Endocalyx cinctus
GCA_003415625.1,Aquanectria penicillioides
GCA_003693555.1,Coccinonectria pachysandricola
GCA_002911195.1,Pseudonectria foliicola
GCA_024115165.1,Fusarium robinianum
GCA_001600555.1,Albophoma yamanashiensis
GCA_001600575.1,Didymobotryum rigidum
GCA_001600195.1,Yarrowia keelungensis
GCA_001600515.1,Yarrowia sp. JCM 30694
